"b","edge","from","to","weight"
283,"MOE__to__PIJN","MOE","PIJN",-0.045
283,"MOE__to__MOE","MOE","MOE",0.271
283,"MOE__to__STRESS","MOE","STRESS",-0.09
283,"MOE__to__ENMO_log","MOE","ENMO_log",0.002
283,"STRESS__to__PIJN","STRESS","PIJN",0.061
283,"STRESS__to__MOE","STRESS","MOE",0.037
283,"STRESS__to__STRESS","STRESS","STRESS",0.364
283,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.065
283,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.114
283,"ENMO_log__to__MOE","ENMO_log","MOE",-0.207
283,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.006
283,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.169
284,"PIJN__to__PIJN","PIJN","PIJN",0.377
284,"PIJN__to__MOE","PIJN","MOE",0.11
284,"PIJN__to__STRESS","PIJN","STRESS",0.015
284,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.036
284,"MOE__to__PIJN","MOE","PIJN",0.124
284,"MOE__to__MOE","MOE","MOE",0.268
284,"MOE__to__STRESS","MOE","STRESS",-0.029
284,"MOE__to__ENMO_log","MOE","ENMO_log",-0.04
284,"STRESS__to__PIJN","STRESS","PIJN",0.024
284,"STRESS__to__MOE","STRESS","MOE",0.058
284,"STRESS__to__STRESS","STRESS","STRESS",0.274
284,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.135
284,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.027
284,"ENMO_log__to__MOE","ENMO_log","MOE",-0.139
284,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.049
284,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.12
285,"PIJN__to__PIJN","PIJN","PIJN",0.45
285,"PIJN__to__MOE","PIJN","MOE",0.049
285,"PIJN__to__STRESS","PIJN","STRESS",0.01
285,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.025
285,"MOE__to__PIJN","MOE","PIJN",0.012
285,"MOE__to__MOE","MOE","MOE",0.342
285,"MOE__to__STRESS","MOE","STRESS",-0.054
285,"MOE__to__ENMO_log","MOE","ENMO_log",-0.108
285,"STRESS__to__PIJN","STRESS","PIJN",0.003
285,"STRESS__to__MOE","STRESS","MOE",0.023
285,"STRESS__to__STRESS","STRESS","STRESS",0.385
285,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.086
285,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.071
285,"ENMO_log__to__MOE","ENMO_log","MOE",-0.16
285,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.029
285,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.226
286,"PIJN__to__PIJN","PIJN","PIJN",0.465
286,"PIJN__to__MOE","PIJN","MOE",0.093
286,"PIJN__to__STRESS","PIJN","STRESS",0.06
286,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.031
286,"MOE__to__PIJN","MOE","PIJN",0.046
286,"MOE__to__MOE","MOE","MOE",0.331
286,"MOE__to__STRESS","MOE","STRESS",-0.094
286,"MOE__to__ENMO_log","MOE","ENMO_log",-0.103
286,"STRESS__to__PIJN","STRESS","PIJN",0.042
286,"STRESS__to__MOE","STRESS","MOE",0.02
286,"STRESS__to__STRESS","STRESS","STRESS",0.361
286,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.054
286,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.109
286,"ENMO_log__to__MOE","ENMO_log","MOE",-0.197
286,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.014
286,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.235
287,"PIJN__to__PIJN","PIJN","PIJN",0.294
287,"PIJN__to__MOE","PIJN","MOE",-0.003
287,"PIJN__to__STRESS","PIJN","STRESS",0.054
287,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.035
287,"MOE__to__PIJN","MOE","PIJN",0.08
287,"MOE__to__MOE","MOE","MOE",0.358
287,"MOE__to__STRESS","MOE","STRESS",-0.063
287,"MOE__to__ENMO_log","MOE","ENMO_log",-0.029
287,"STRESS__to__PIJN","STRESS","PIJN",0.125
287,"STRESS__to__MOE","STRESS","MOE",0.091
287,"STRESS__to__STRESS","STRESS","STRESS",0.359
287,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.08
287,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.06
287,"ENMO_log__to__MOE","ENMO_log","MOE",-0.204
287,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.018
287,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.066
288,"PIJN__to__PIJN","PIJN","PIJN",0.32
288,"PIJN__to__MOE","PIJN","MOE",-0.004
288,"PIJN__to__STRESS","PIJN","STRESS",0.068
288,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.023
288,"MOE__to__PIJN","MOE","PIJN",-0.027
288,"MOE__to__MOE","MOE","MOE",0.28
288,"MOE__to__STRESS","MOE","STRESS",-0.061
288,"MOE__to__ENMO_log","MOE","ENMO_log",-0.01
288,"STRESS__to__PIJN","STRESS","PIJN",0.125
288,"STRESS__to__MOE","STRESS","MOE",0.094
288,"STRESS__to__STRESS","STRESS","STRESS",0.319
288,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.032
288,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.187
288,"ENMO_log__to__MOE","ENMO_log","MOE",-0.192
288,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.044
288,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.157
289,"PIJN__to__PIJN","PIJN","PIJN",0.441
289,"PIJN__to__MOE","PIJN","MOE",0.133
289,"PIJN__to__STRESS","PIJN","STRESS",0.063
289,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.009
289,"MOE__to__PIJN","MOE","PIJN",0.05
289,"MOE__to__MOE","MOE","MOE",0.279
289,"MOE__to__STRESS","MOE","STRESS",-0.086
289,"MOE__to__ENMO_log","MOE","ENMO_log",-0.03
289,"STRESS__to__PIJN","STRESS","PIJN",0.094
289,"STRESS__to__MOE","STRESS","MOE",0.06
289,"STRESS__to__STRESS","STRESS","STRESS",0.336
289,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.085
289,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.051
289,"ENMO_log__to__MOE","ENMO_log","MOE",-0.14
289,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.014
289,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.157
290,"PIJN__to__PIJN","PIJN","PIJN",0.417
290,"PIJN__to__MOE","PIJN","MOE",0.103
290,"PIJN__to__STRESS","PIJN","STRESS",0.082
290,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.011
290,"MOE__to__PIJN","MOE","PIJN",0.06
290,"MOE__to__MOE","MOE","MOE",0.288
290,"MOE__to__STRESS","MOE","STRESS",-0.104
290,"MOE__to__ENMO_log","MOE","ENMO_log",-0.053
290,"STRESS__to__PIJN","STRESS","PIJN",0.061
290,"STRESS__to__MOE","STRESS","MOE",0.012
290,"STRESS__to__STRESS","STRESS","STRESS",0.32
290,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.07
290,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.04
290,"ENMO_log__to__MOE","ENMO_log","MOE",-0.149
290,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.018
290,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.25
291,"PIJN__to__PIJN","PIJN","PIJN",0.389
291,"PIJN__to__MOE","PIJN","MOE",0.118
291,"PIJN__to__STRESS","PIJN","STRESS",0.04
291,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.013
291,"MOE__to__PIJN","MOE","PIJN",0.067
291,"MOE__to__MOE","MOE","MOE",0.272
291,"MOE__to__STRESS","MOE","STRESS",-0.099
291,"MOE__to__ENMO_log","MOE","ENMO_log",-0.098
291,"STRESS__to__PIJN","STRESS","PIJN",0.06
291,"STRESS__to__MOE","STRESS","MOE",-0.024
291,"STRESS__to__STRESS","STRESS","STRESS",0.358
291,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.047
291,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.098
291,"ENMO_log__to__MOE","ENMO_log","MOE",-0.254
291,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.026
291,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.154
292,"PIJN__to__PIJN","PIJN","PIJN",0.453
292,"PIJN__to__MOE","PIJN","MOE",0.152
292,"PIJN__to__STRESS","PIJN","STRESS",0.067
292,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.046
292,"MOE__to__PIJN","MOE","PIJN",-0.02
292,"MOE__to__MOE","MOE","MOE",0.248
292,"MOE__to__STRESS","MOE","STRESS",-0.145
292,"MOE__to__ENMO_log","MOE","ENMO_log",-0.054
292,"STRESS__to__PIJN","STRESS","PIJN",0.06
292,"STRESS__to__MOE","STRESS","MOE",0.029
292,"STRESS__to__STRESS","STRESS","STRESS",0.451
292,"STRESS__to__ENMO_log","STRESS","ENMO_log",-0.013
292,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.034
292,"ENMO_log__to__MOE","ENMO_log","MOE",-0.003
292,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.033
292,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.099
293,"PIJN__to__PIJN","PIJN","PIJN",0.392
293,"PIJN__to__MOE","PIJN","MOE",0.119
293,"PIJN__to__STRESS","PIJN","STRESS",0.101
293,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.036
293,"MOE__to__PIJN","MOE","PIJN",0.014
293,"MOE__to__MOE","MOE","MOE",0.321
293,"MOE__to__STRESS","MOE","STRESS",-0.096
293,"MOE__to__ENMO_log","MOE","ENMO_log",-0.061
293,"STRESS__to__PIJN","STRESS","PIJN",0.042
293,"STRESS__to__MOE","STRESS","MOE",0.008
293,"STRESS__to__STRESS","STRESS","STRESS",0.35
293,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.06
293,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.035
293,"ENMO_log__to__MOE","ENMO_log","MOE",-0.18
293,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.009
293,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.264
294,"PIJN__to__PIJN","PIJN","PIJN",0.389
294,"PIJN__to__MOE","PIJN","MOE",0.082
294,"PIJN__to__STRESS","PIJN","STRESS",0.023
294,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.021
294,"MOE__to__PIJN","MOE","PIJN",-0.019
294,"MOE__to__MOE","MOE","MOE",0.236
294,"MOE__to__STRESS","MOE","STRESS",-0.102
294,"MOE__to__ENMO_log","MOE","ENMO_log",-0.095
294,"STRESS__to__PIJN","STRESS","PIJN",0.118
294,"STRESS__to__MOE","STRESS","MOE",0.117
294,"STRESS__to__STRESS","STRESS","STRESS",0.351
294,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.127
294,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.014
294,"ENMO_log__to__MOE","ENMO_log","MOE",-0.038
294,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.02
294,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.086
295,"PIJN__to__PIJN","PIJN","PIJN",0.319
295,"PIJN__to__MOE","PIJN","MOE",0.047
295,"PIJN__to__STRESS","PIJN","STRESS",0.046
295,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.015
295,"MOE__to__PIJN","MOE","PIJN",0.033
295,"MOE__to__MOE","MOE","MOE",0.287
295,"MOE__to__STRESS","MOE","STRESS",-0.119
295,"MOE__to__ENMO_log","MOE","ENMO_log",-0.067
295,"STRESS__to__PIJN","STRESS","PIJN",0.105
295,"STRESS__to__MOE","STRESS","MOE",0.069
295,"STRESS__to__STRESS","STRESS","STRESS",0.365
295,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.024
295,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.107
295,"ENMO_log__to__MOE","ENMO_log","MOE",-0.136
295,"ENMO_log__to__STRESS","ENMO_log","STRESS",-0.02
295,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.12
296,"PIJN__to__PIJN","PIJN","PIJN",0.241
296,"PIJN__to__MOE","PIJN","MOE",0
296,"PIJN__to__STRESS","PIJN","STRESS",-0.024
296,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.002
296,"MOE__to__PIJN","MOE","PIJN",0.126
296,"MOE__to__MOE","MOE","MOE",0.315
296,"MOE__to__STRESS","MOE","STRESS",-0.036
296,"MOE__to__ENMO_log","MOE","ENMO_log",-0.089
296,"STRESS__to__PIJN","STRESS","PIJN",0.108
296,"STRESS__to__MOE","STRESS","MOE",0.069
296,"STRESS__to__STRESS","STRESS","STRESS",0.361
296,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.081
296,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.01
296,"ENMO_log__to__MOE","ENMO_log","MOE",-0.098
296,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.01
296,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.08
297,"PIJN__to__PIJN","PIJN","PIJN",0.364
297,"PIJN__to__MOE","PIJN","MOE",0.072
297,"PIJN__to__STRESS","PIJN","STRESS",-0.033
297,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.044
297,"MOE__to__PIJN","MOE","PIJN",0.056
297,"MOE__to__MOE","MOE","MOE",0.314
297,"MOE__to__STRESS","MOE","STRESS",0.02
297,"MOE__to__ENMO_log","MOE","ENMO_log",-0.037
297,"STRESS__to__PIJN","STRESS","PIJN",0.101
297,"STRESS__to__MOE","STRESS","MOE",0.074
297,"STRESS__to__STRESS","STRESS","STRESS",0.338
297,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.104
297,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.042
297,"ENMO_log__to__MOE","ENMO_log","MOE",-0.065
297,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.087
297,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.172
298,"PIJN__to__PIJN","PIJN","PIJN",0.302
298,"PIJN__to__MOE","PIJN","MOE",0.075
298,"PIJN__to__STRESS","PIJN","STRESS",0.013
298,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.011
298,"MOE__to__PIJN","MOE","PIJN",0.038
298,"MOE__to__MOE","MOE","MOE",0.23
298,"MOE__to__STRESS","MOE","STRESS",-0.108
298,"MOE__to__ENMO_log","MOE","ENMO_log",-0.098
298,"STRESS__to__PIJN","STRESS","PIJN",0.029
298,"STRESS__to__MOE","STRESS","MOE",0.016
298,"STRESS__to__STRESS","STRESS","STRESS",0.299
298,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.032
298,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.007
298,"ENMO_log__to__MOE","ENMO_log","MOE",-0.182
298,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.012
298,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.147
299,"PIJN__to__PIJN","PIJN","PIJN",0.401
299,"PIJN__to__MOE","PIJN","MOE",0.095
299,"PIJN__to__STRESS","PIJN","STRESS",0.104
299,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.012
299,"MOE__to__PIJN","MOE","PIJN",-0.051
299,"MOE__to__MOE","MOE","MOE",0.3
299,"MOE__to__STRESS","MOE","STRESS",-0.118
299,"MOE__to__ENMO_log","MOE","ENMO_log",-0.122
299,"STRESS__to__PIJN","STRESS","PIJN",0.066
299,"STRESS__to__MOE","STRESS","MOE",0.034
299,"STRESS__to__STRESS","STRESS","STRESS",0.371
299,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.023
299,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.113
299,"ENMO_log__to__MOE","ENMO_log","MOE",-0.115
299,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.009
299,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.263
300,"PIJN__to__PIJN","PIJN","PIJN",0.268
300,"PIJN__to__MOE","PIJN","MOE",-0.033
300,"PIJN__to__STRESS","PIJN","STRESS",-0.032
300,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.022
300,"MOE__to__PIJN","MOE","PIJN",0.04
300,"MOE__to__MOE","MOE","MOE",0.362
300,"MOE__to__STRESS","MOE","STRESS",0.021
300,"MOE__to__ENMO_log","MOE","ENMO_log",0.019
300,"STRESS__to__PIJN","STRESS","PIJN",0.096
300,"STRESS__to__MOE","STRESS","MOE",0.086
300,"STRESS__to__STRESS","STRESS","STRESS",0.36
300,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.094
300,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.142
300,"ENMO_log__to__MOE","ENMO_log","MOE",-0.168
300,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.062
300,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.143
301,"PIJN__to__PIJN","PIJN","PIJN",0.39
301,"PIJN__to__MOE","PIJN","MOE",0.136
301,"PIJN__to__STRESS","PIJN","STRESS",0.095
301,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.052
301,"MOE__to__PIJN","MOE","PIJN",-0.009
301,"MOE__to__MOE","MOE","MOE",0.216
301,"MOE__to__STRESS","MOE","STRESS",-0.106
301,"MOE__to__ENMO_log","MOE","ENMO_log",0.001
301,"STRESS__to__PIJN","STRESS","PIJN",0.118
301,"STRESS__to__MOE","STRESS","MOE",0.075
301,"STRESS__to__STRESS","STRESS","STRESS",0.352
301,"STRESS__to__ENMO_log","STRESS","ENMO_log",-0.001
301,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.043
301,"ENMO_log__to__MOE","ENMO_log","MOE",-0.116
301,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.004
301,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.111
302,"PIJN__to__PIJN","PIJN","PIJN",0.376
302,"PIJN__to__MOE","PIJN","MOE",0.124
302,"PIJN__to__STRESS","PIJN","STRESS",0.039
302,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.029
302,"MOE__to__PIJN","MOE","PIJN",-0.08
302,"MOE__to__MOE","MOE","MOE",0.207
302,"MOE__to__STRESS","MOE","STRESS",-0.082
302,"MOE__to__ENMO_log","MOE","ENMO_log",-0.062
302,"STRESS__to__PIJN","STRESS","PIJN",0.101
302,"STRESS__to__MOE","STRESS","MOE",0.051
302,"STRESS__to__STRESS","STRESS","STRESS",0.275
302,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.034
302,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.006
302,"ENMO_log__to__MOE","ENMO_log","MOE",-0.076
302,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.029
302,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.141
303,"PIJN__to__PIJN","PIJN","PIJN",0.36
303,"PIJN__to__MOE","PIJN","MOE",0.06
303,"PIJN__to__STRESS","PIJN","STRESS",0.048
303,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.039
303,"MOE__to__PIJN","MOE","PIJN",0.081
303,"MOE__to__MOE","MOE","MOE",0.289
303,"MOE__to__STRESS","MOE","STRESS",-0.124
303,"MOE__to__ENMO_log","MOE","ENMO_log",-0.077
303,"STRESS__to__PIJN","STRESS","PIJN",0.063
303,"STRESS__to__MOE","STRESS","MOE",0.03
303,"STRESS__to__STRESS","STRESS","STRESS",0.262
303,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.072
303,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.046
303,"ENMO_log__to__MOE","ENMO_log","MOE",-0.189
303,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.031
303,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.153
304,"PIJN__to__PIJN","PIJN","PIJN",0.318
304,"PIJN__to__MOE","PIJN","MOE",0.105
304,"PIJN__to__STRESS","PIJN","STRESS",0.07
304,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.025
304,"MOE__to__PIJN","MOE","PIJN",0.009
304,"MOE__to__MOE","MOE","MOE",0.238
304,"MOE__to__STRESS","MOE","STRESS",-0.103
304,"MOE__to__ENMO_log","MOE","ENMO_log",-0.077
304,"STRESS__to__PIJN","STRESS","PIJN",0.115
304,"STRESS__to__MOE","STRESS","MOE",0.064
304,"STRESS__to__STRESS","STRESS","STRESS",0.361
304,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.039
304,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.093
304,"ENMO_log__to__MOE","ENMO_log","MOE",-0.168
304,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.003
304,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.121
305,"PIJN__to__PIJN","PIJN","PIJN",0.25
305,"PIJN__to__MOE","PIJN","MOE",0.025
305,"PIJN__to__STRESS","PIJN","STRESS",-0.038
305,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.05
305,"MOE__to__PIJN","MOE","PIJN",-0.021
305,"MOE__to__MOE","MOE","MOE",0.276
305,"MOE__to__STRESS","MOE","STRESS",-0.046
305,"MOE__to__ENMO_log","MOE","ENMO_log",-0.026
305,"STRESS__to__PIJN","STRESS","PIJN",0.122
305,"STRESS__to__MOE","STRESS","MOE",0.086
305,"STRESS__to__STRESS","STRESS","STRESS",0.377
305,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.081
305,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.138
305,"ENMO_log__to__MOE","ENMO_log","MOE",-0.155
305,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.009
305,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.125
306,"PIJN__to__PIJN","PIJN","PIJN",0.372
306,"PIJN__to__MOE","PIJN","MOE",0.098
306,"PIJN__to__STRESS","PIJN","STRESS",0.046
306,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.043
306,"MOE__to__PIJN","MOE","PIJN",0.032
306,"MOE__to__MOE","MOE","MOE",0.316
306,"MOE__to__STRESS","MOE","STRESS",-0.033
306,"MOE__to__ENMO_log","MOE","ENMO_log",-0.034
306,"STRESS__to__PIJN","STRESS","PIJN",0.088
306,"STRESS__to__MOE","STRESS","MOE",0.078
306,"STRESS__to__STRESS","STRESS","STRESS",0.317
306,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.097
306,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.046
306,"ENMO_log__to__MOE","ENMO_log","MOE",-0.124
306,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.036
306,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.214
307,"PIJN__to__PIJN","PIJN","PIJN",0.361
307,"PIJN__to__MOE","PIJN","MOE",0.052
307,"PIJN__to__STRESS","PIJN","STRESS",0.021
307,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.008
307,"MOE__to__PIJN","MOE","PIJN",0.001
307,"MOE__to__MOE","MOE","MOE",0.256
307,"MOE__to__STRESS","MOE","STRESS",-0.09
307,"MOE__to__ENMO_log","MOE","ENMO_log",-0.056
307,"STRESS__to__PIJN","STRESS","PIJN",0.057
307,"STRESS__to__MOE","STRESS","MOE",0.037
307,"STRESS__to__STRESS","STRESS","STRESS",0.304
307,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.032
307,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.115
307,"ENMO_log__to__MOE","ENMO_log","MOE",-0.138
307,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.028
307,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.211
308,"PIJN__to__PIJN","PIJN","PIJN",0.397
308,"PIJN__to__MOE","PIJN","MOE",0.027
308,"PIJN__to__STRESS","PIJN","STRESS",0.019
308,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.05
308,"MOE__to__PIJN","MOE","PIJN",0.017
308,"MOE__to__MOE","MOE","MOE",0.319
308,"MOE__to__STRESS","MOE","STRESS",-0.023
308,"MOE__to__ENMO_log","MOE","ENMO_log",0.036
308,"STRESS__to__PIJN","STRESS","PIJN",0.105
308,"STRESS__to__MOE","STRESS","MOE",0.098
308,"STRESS__to__STRESS","STRESS","STRESS",0.383
308,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.111
308,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.125
308,"ENMO_log__to__MOE","ENMO_log","MOE",-0.171
308,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.057
308,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.19
309,"PIJN__to__PIJN","PIJN","PIJN",0.419
309,"PIJN__to__MOE","PIJN","MOE",0.14
309,"PIJN__to__STRESS","PIJN","STRESS",0.085
309,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.016
309,"MOE__to__PIJN","MOE","PIJN",0.034
309,"MOE__to__MOE","MOE","MOE",0.288
309,"MOE__to__STRESS","MOE","STRESS",-0.09
309,"MOE__to__ENMO_log","MOE","ENMO_log",-0.166
309,"STRESS__to__PIJN","STRESS","PIJN",0.056
309,"STRESS__to__MOE","STRESS","MOE",0.044
309,"STRESS__to__STRESS","STRESS","STRESS",0.338
309,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.08
309,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.019
309,"ENMO_log__to__MOE","ENMO_log","MOE",-0.073
309,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.017
309,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.143
310,"PIJN__to__PIJN","PIJN","PIJN",0.37
310,"PIJN__to__MOE","PIJN","MOE",0.096
310,"PIJN__to__STRESS","PIJN","STRESS",0.058
310,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.015
310,"MOE__to__PIJN","MOE","PIJN",0.046
310,"MOE__to__MOE","MOE","MOE",0.336
310,"MOE__to__STRESS","MOE","STRESS",-0.048
310,"MOE__to__ENMO_log","MOE","ENMO_log",-0.076
310,"STRESS__to__PIJN","STRESS","PIJN",0.11
310,"STRESS__to__MOE","STRESS","MOE",0.063
310,"STRESS__to__STRESS","STRESS","STRESS",0.393
310,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.118
310,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.052
310,"ENMO_log__to__MOE","ENMO_log","MOE",-0.099
310,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.036
310,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.165
311,"PIJN__to__PIJN","PIJN","PIJN",0.355
311,"PIJN__to__MOE","PIJN","MOE",0.091
311,"PIJN__to__STRESS","PIJN","STRESS",0.023
311,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.044
311,"MOE__to__PIJN","MOE","PIJN",0.014
311,"MOE__to__MOE","MOE","MOE",0.258
311,"MOE__to__STRESS","MOE","STRESS",-0.119
311,"MOE__to__ENMO_log","MOE","ENMO_log",0.005
311,"STRESS__to__PIJN","STRESS","PIJN",0.09
311,"STRESS__to__MOE","STRESS","MOE",0.036
311,"STRESS__to__STRESS","STRESS","STRESS",0.375
311,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.043
311,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.032
311,"ENMO_log__to__MOE","ENMO_log","MOE",-0.129
311,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.053
311,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.119
312,"PIJN__to__PIJN","PIJN","PIJN",0.378
