"b","edge","from","to","weight"
312,"PIJN__to__MOE","PIJN","MOE",0.02
312,"PIJN__to__STRESS","PIJN","STRESS",0.013
312,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.023
312,"MOE__to__PIJN","MOE","PIJN",-0.007
312,"MOE__to__MOE","MOE","MOE",0.291
312,"MOE__to__STRESS","MOE","STRESS",-0.042
312,"MOE__to__ENMO_log","MOE","ENMO_log",-0.11
312,"STRESS__to__PIJN","STRESS","PIJN",0.075
312,"STRESS__to__MOE","STRESS","MOE",0.092
312,"STRESS__to__STRESS","STRESS","STRESS",0.303
312,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.102
312,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.037
312,"ENMO_log__to__MOE","ENMO_log","MOE",-0.112
312,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.044
312,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.151
313,"PIJN__to__PIJN","PIJN","PIJN",0.357
313,"PIJN__to__MOE","PIJN","MOE",0.073
313,"PIJN__to__STRESS","PIJN","STRESS",-0.012
313,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.009
313,"MOE__to__PIJN","MOE","PIJN",0.03
313,"MOE__to__MOE","MOE","MOE",0.211
313,"MOE__to__STRESS","MOE","STRESS",-0.093
313,"MOE__to__ENMO_log","MOE","ENMO_log",-0.011
313,"STRESS__to__PIJN","STRESS","PIJN",0.125
313,"STRESS__to__MOE","STRESS","MOE",0.079
313,"STRESS__to__STRESS","STRESS","STRESS",0.369
313,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.047
313,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.07
313,"ENMO_log__to__MOE","ENMO_log","MOE",-0.13
313,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.055
313,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.136
314,"PIJN__to__PIJN","PIJN","PIJN",0.358
314,"PIJN__to__MOE","PIJN","MOE",0.024
314,"PIJN__to__STRESS","PIJN","STRESS",0
314,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.048
314,"MOE__to__PIJN","MOE","PIJN",0.054
314,"MOE__to__MOE","MOE","MOE",0.322
314,"MOE__to__STRESS","MOE","STRESS",-0.031
314,"MOE__to__ENMO_log","MOE","ENMO_log",-0.017
314,"STRESS__to__PIJN","STRESS","PIJN",0.039
314,"STRESS__to__MOE","STRESS","MOE",0.05
314,"STRESS__to__STRESS","STRESS","STRESS",0.357
314,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.054
314,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.031
314,"ENMO_log__to__MOE","ENMO_log","MOE",-0.18
314,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.049
314,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.158
315,"PIJN__to__PIJN","PIJN","PIJN",0.326
315,"PIJN__to__MOE","PIJN","MOE",0.096
315,"PIJN__to__STRESS","PIJN","STRESS",0.051
315,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.011
315,"MOE__to__PIJN","MOE","PIJN",-0.004
315,"MOE__to__MOE","MOE","MOE",0.215
315,"MOE__to__STRESS","MOE","STRESS",-0.009
315,"MOE__to__ENMO_log","MOE","ENMO_log",0.014
315,"STRESS__to__PIJN","STRESS","PIJN",0.199
315,"STRESS__to__MOE","STRESS","MOE",0.088
315,"STRESS__to__STRESS","STRESS","STRESS",0.282
315,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.013
315,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.112
315,"ENMO_log__to__MOE","ENMO_log","MOE",-0.192
315,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.053
315,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.101
316,"PIJN__to__PIJN","PIJN","PIJN",0.438
316,"PIJN__to__MOE","PIJN","MOE",-0.042
316,"PIJN__to__STRESS","PIJN","STRESS",-0.041
316,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.046
316,"MOE__to__PIJN","MOE","PIJN",-0.045
316,"MOE__to__MOE","MOE","MOE",0.332
316,"MOE__to__STRESS","MOE","STRESS",-0.115
316,"MOE__to__ENMO_log","MOE","ENMO_log",0.022
316,"STRESS__to__PIJN","STRESS","PIJN",0.055
316,"STRESS__to__MOE","STRESS","MOE",0.092
316,"STRESS__to__STRESS","STRESS","STRESS",0.366
316,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.017
316,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.09
316,"ENMO_log__to__MOE","ENMO_log","MOE",-0.117
316,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.019
316,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.178
317,"PIJN__to__PIJN","PIJN","PIJN",0.3
317,"PIJN__to__MOE","PIJN","MOE",0.053
317,"PIJN__to__STRESS","PIJN","STRESS",0.024
317,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.027
317,"MOE__to__PIJN","MOE","PIJN",-0.031
317,"MOE__to__MOE","MOE","MOE",0.241
317,"MOE__to__STRESS","MOE","STRESS",-0.145
317,"MOE__to__ENMO_log","MOE","ENMO_log",-0.069
317,"STRESS__to__PIJN","STRESS","PIJN",0.083
317,"STRESS__to__MOE","STRESS","MOE",0.018
317,"STRESS__to__STRESS","STRESS","STRESS",0.317
317,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.037
317,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.021
317,"ENMO_log__to__MOE","ENMO_log","MOE",-0.101
317,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.006
317,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.159
318,"PIJN__to__PIJN","PIJN","PIJN",0.341
318,"PIJN__to__MOE","PIJN","MOE",0.021
318,"PIJN__to__STRESS","PIJN","STRESS",0.044
318,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.007
318,"MOE__to__PIJN","MOE","PIJN",0.054
318,"MOE__to__MOE","MOE","MOE",0.297
318,"MOE__to__STRESS","MOE","STRESS",-0.08
318,"MOE__to__ENMO_log","MOE","ENMO_log",-0.013
318,"STRESS__to__PIJN","STRESS","PIJN",0.161
318,"STRESS__to__MOE","STRESS","MOE",0.088
318,"STRESS__to__STRESS","STRESS","STRESS",0.28
318,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.036
318,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.048
318,"ENMO_log__to__MOE","ENMO_log","MOE",-0.112
318,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.004
318,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.16
319,"PIJN__to__PIJN","PIJN","PIJN",0.271
319,"PIJN__to__MOE","PIJN","MOE",0.102
319,"PIJN__to__STRESS","PIJN","STRESS",0.043
319,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.016
319,"MOE__to__PIJN","MOE","PIJN",0.004
319,"MOE__to__MOE","MOE","MOE",0.305
319,"MOE__to__STRESS","MOE","STRESS",-0.102
319,"MOE__to__ENMO_log","MOE","ENMO_log",-0.029
319,"STRESS__to__PIJN","STRESS","PIJN",0.082
319,"STRESS__to__MOE","STRESS","MOE",0.005
319,"STRESS__to__STRESS","STRESS","STRESS",0.333
319,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.083
319,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.103
319,"ENMO_log__to__MOE","ENMO_log","MOE",-0.179
319,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.025
319,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.2
320,"PIJN__to__PIJN","PIJN","PIJN",0.411
320,"PIJN__to__MOE","PIJN","MOE",0.088
320,"PIJN__to__STRESS","PIJN","STRESS",0.034
320,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.035
320,"MOE__to__PIJN","MOE","PIJN",-0.039
320,"MOE__to__MOE","MOE","MOE",0.218
320,"MOE__to__STRESS","MOE","STRESS",-0.103
320,"MOE__to__ENMO_log","MOE","ENMO_log",0.019
320,"STRESS__to__PIJN","STRESS","PIJN",0.067
320,"STRESS__to__MOE","STRESS","MOE",0.045
320,"STRESS__to__STRESS","STRESS","STRESS",0.352
320,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.063
320,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.006
320,"ENMO_log__to__MOE","ENMO_log","MOE",-0.09
320,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.033
320,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.075
321,"PIJN__to__PIJN","PIJN","PIJN",0.339
321,"PIJN__to__MOE","PIJN","MOE",-0.002
321,"PIJN__to__STRESS","PIJN","STRESS",0.027
321,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.02
321,"MOE__to__PIJN","MOE","PIJN",-0.006
321,"MOE__to__MOE","MOE","MOE",0.295
321,"MOE__to__STRESS","MOE","STRESS",-0.044
321,"MOE__to__ENMO_log","MOE","ENMO_log",-0.032
321,"STRESS__to__PIJN","STRESS","PIJN",0.165
321,"STRESS__to__MOE","STRESS","MOE",0.094
321,"STRESS__to__STRESS","STRESS","STRESS",0.346
321,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.054
321,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.111
321,"ENMO_log__to__MOE","ENMO_log","MOE",-0.115
321,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.033
321,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.096
322,"PIJN__to__PIJN","PIJN","PIJN",0.296
322,"PIJN__to__MOE","PIJN","MOE",0.038
322,"PIJN__to__STRESS","PIJN","STRESS",0.055
322,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.005
322,"MOE__to__PIJN","MOE","PIJN",0.1
322,"MOE__to__MOE","MOE","MOE",0.324
322,"MOE__to__STRESS","MOE","STRESS",-0.098
322,"MOE__to__ENMO_log","MOE","ENMO_log",0.006
322,"STRESS__to__PIJN","STRESS","PIJN",0.119
322,"STRESS__to__MOE","STRESS","MOE",0.064
322,"STRESS__to__STRESS","STRESS","STRESS",0.368
322,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.041
322,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.032
322,"ENMO_log__to__MOE","ENMO_log","MOE",-0.156
322,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.028
322,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.14
323,"PIJN__to__PIJN","PIJN","PIJN",0.419
323,"PIJN__to__MOE","PIJN","MOE",0.131
323,"PIJN__to__STRESS","PIJN","STRESS",0.058
323,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.032
323,"MOE__to__PIJN","MOE","PIJN",0
323,"MOE__to__MOE","MOE","MOE",0.293
323,"MOE__to__STRESS","MOE","STRESS",-0.058
323,"MOE__to__ENMO_log","MOE","ENMO_log",-0.066
323,"STRESS__to__PIJN","STRESS","PIJN",0.063
323,"STRESS__to__MOE","STRESS","MOE",-0.036
323,"STRESS__to__STRESS","STRESS","STRESS",0.402
323,"STRESS__to__ENMO_log","STRESS","ENMO_log",-0.092
323,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.029
323,"ENMO_log__to__MOE","ENMO_log","MOE",-0.219
323,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.013
323,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.108
324,"PIJN__to__PIJN","PIJN","PIJN",0.293
324,"PIJN__to__MOE","PIJN","MOE",0.043
324,"PIJN__to__STRESS","PIJN","STRESS",-0.03
324,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.031
324,"MOE__to__PIJN","MOE","PIJN",0.02
324,"MOE__to__MOE","MOE","MOE",0.249
324,"MOE__to__STRESS","MOE","STRESS",-0.028
324,"MOE__to__ENMO_log","MOE","ENMO_log",0.006
324,"STRESS__to__PIJN","STRESS","PIJN",0.1
324,"STRESS__to__MOE","STRESS","MOE",0.113
324,"STRESS__to__STRESS","STRESS","STRESS",0.368
324,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.066
324,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.133
324,"ENMO_log__to__MOE","ENMO_log","MOE",-0.077
324,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.047
324,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.123
325,"PIJN__to__PIJN","PIJN","PIJN",0.446
325,"PIJN__to__MOE","PIJN","MOE",0.051
325,"PIJN__to__STRESS","PIJN","STRESS",0.046
325,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.004
325,"MOE__to__PIJN","MOE","PIJN",-0.047
325,"MOE__to__MOE","MOE","MOE",0.29
325,"MOE__to__STRESS","MOE","STRESS",-0.068
325,"MOE__to__ENMO_log","MOE","ENMO_log",-0.02
325,"STRESS__to__PIJN","STRESS","PIJN",0.053
325,"STRESS__to__MOE","STRESS","MOE",0.036
325,"STRESS__to__STRESS","STRESS","STRESS",0.243
325,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.096
325,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.043
325,"ENMO_log__to__MOE","ENMO_log","MOE",-0.148
325,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.053
325,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.24
326,"PIJN__to__PIJN","PIJN","PIJN",0.395
326,"PIJN__to__MOE","PIJN","MOE",0.016
326,"PIJN__to__STRESS","PIJN","STRESS",0.013
326,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.025
326,"MOE__to__PIJN","MOE","PIJN",0.026
326,"MOE__to__MOE","MOE","MOE",0.321
326,"MOE__to__STRESS","MOE","STRESS",-0.065
326,"MOE__to__ENMO_log","MOE","ENMO_log",-0.033
326,"STRESS__to__PIJN","STRESS","PIJN",0.153
326,"STRESS__to__MOE","STRESS","MOE",0.115
326,"STRESS__to__STRESS","STRESS","STRESS",0.384
326,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.035
326,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.083
326,"ENMO_log__to__MOE","ENMO_log","MOE",-0.115
326,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.006
326,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.116
327,"PIJN__to__PIJN","PIJN","PIJN",0.29
327,"PIJN__to__MOE","PIJN","MOE",0.098
327,"PIJN__to__STRESS","PIJN","STRESS",0.053
327,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.128
327,"MOE__to__PIJN","MOE","PIJN",0.073
327,"MOE__to__MOE","MOE","MOE",0.216
327,"MOE__to__STRESS","MOE","STRESS",-0.016
327,"MOE__to__ENMO_log","MOE","ENMO_log",0.004
327,"STRESS__to__PIJN","STRESS","PIJN",0.082
327,"STRESS__to__MOE","STRESS","MOE",0.096
327,"STRESS__to__STRESS","STRESS","STRESS",0.21
327,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.121
327,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.056
327,"ENMO_log__to__MOE","ENMO_log","MOE",-0.085
327,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.055
327,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.099
328,"PIJN__to__PIJN","PIJN","PIJN",0.396
328,"PIJN__to__MOE","PIJN","MOE",0.086
328,"PIJN__to__STRESS","PIJN","STRESS",0.071
328,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.066
328,"MOE__to__PIJN","MOE","PIJN",-0.028
328,"MOE__to__MOE","MOE","MOE",0.301
328,"MOE__to__STRESS","MOE","STRESS",-0.094
328,"MOE__to__ENMO_log","MOE","ENMO_log",-0.089
328,"STRESS__to__PIJN","STRESS","PIJN",0.079
328,"STRESS__to__MOE","STRESS","MOE",0.039
328,"STRESS__to__STRESS","STRESS","STRESS",0.389
328,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.069
328,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.14
328,"ENMO_log__to__MOE","ENMO_log","MOE",-0.125
328,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.008
328,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.13
329,"PIJN__to__PIJN","PIJN","PIJN",0.387
329,"PIJN__to__MOE","PIJN","MOE",0.144
329,"PIJN__to__STRESS","PIJN","STRESS",0.081
329,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.006
329,"MOE__to__PIJN","MOE","PIJN",0.027
329,"MOE__to__MOE","MOE","MOE",0.261
329,"MOE__to__STRESS","MOE","STRESS",-0.091
329,"MOE__to__ENMO_log","MOE","ENMO_log",-0.108
329,"STRESS__to__PIJN","STRESS","PIJN",0.062
329,"STRESS__to__MOE","STRESS","MOE",0.067
329,"STRESS__to__STRESS","STRESS","STRESS",0.305
329,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.141
329,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.048
329,"ENMO_log__to__MOE","ENMO_log","MOE",-0.054
329,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.017
329,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.102
330,"PIJN__to__PIJN","PIJN","PIJN",0.337
330,"PIJN__to__MOE","PIJN","MOE",0.028
330,"PIJN__to__STRESS","PIJN","STRESS",-0.025
330,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.053
330,"MOE__to__PIJN","MOE","PIJN",0.104
330,"MOE__to__MOE","MOE","MOE",0.351
330,"MOE__to__STRESS","MOE","STRESS",-0.088
330,"MOE__to__ENMO_log","MOE","ENMO_log",-0.045
330,"STRESS__to__PIJN","STRESS","PIJN",0.088
330,"STRESS__to__MOE","STRESS","MOE",0.043
330,"STRESS__to__STRESS","STRESS","STRESS",0.247
330,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.131
330,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.08
330,"ENMO_log__to__MOE","ENMO_log","MOE",-0.178
330,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.006
330,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.229
331,"PIJN__to__PIJN","PIJN","PIJN",0.351
331,"PIJN__to__MOE","PIJN","MOE",0.073
331,"PIJN__to__STRESS","PIJN","STRESS",-0.05
331,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.026
331,"MOE__to__PIJN","MOE","PIJN",0.055
331,"MOE__to__MOE","MOE","MOE",0.271
331,"MOE__to__STRESS","MOE","STRESS",-0.08
331,"MOE__to__ENMO_log","MOE","ENMO_log",-0.008
331,"STRESS__to__PIJN","STRESS","PIJN",0.063
331,"STRESS__to__MOE","STRESS","MOE",0.053
331,"STRESS__to__STRESS","STRESS","STRESS",0.317
331,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.122
331,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.066
331,"ENMO_log__to__MOE","ENMO_log","MOE",-0.13
331,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.046
331,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.159
332,"PIJN__to__PIJN","PIJN","PIJN",0.303
332,"PIJN__to__MOE","PIJN","MOE",0
332,"PIJN__to__STRESS","PIJN","STRESS",0.042
332,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.124
332,"MOE__to__PIJN","MOE","PIJN",0.064
332,"MOE__to__MOE","MOE","MOE",0.364
332,"MOE__to__STRESS","MOE","STRESS",-0.043
332,"MOE__to__ENMO_log","MOE","ENMO_log",-0.107
332,"STRESS__to__PIJN","STRESS","PIJN",0.053
332,"STRESS__to__MOE","STRESS","MOE",0.024
332,"STRESS__to__STRESS","STRESS","STRESS",0.243
332,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.125
332,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.002
332,"ENMO_log__to__MOE","ENMO_log","MOE",-0.15
332,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.058
332,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.201
333,"PIJN__to__PIJN","PIJN","PIJN",0.298
333,"PIJN__to__MOE","PIJN","MOE",0.096
333,"PIJN__to__STRESS","PIJN","STRESS",0.007
333,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.065
333,"MOE__to__PIJN","MOE","PIJN",0.049
333,"MOE__to__MOE","MOE","MOE",0.312
333,"MOE__to__STRESS","MOE","STRESS",-0.024
333,"MOE__to__ENMO_log","MOE","ENMO_log",-0.056
333,"STRESS__to__PIJN","STRESS","PIJN",0.067
333,"STRESS__to__MOE","STRESS","MOE",0.02
333,"STRESS__to__STRESS","STRESS","STRESS",0.321
333,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.157
333,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.015
333,"ENMO_log__to__MOE","ENMO_log","MOE",-0.085
333,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.041
333,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.133
334,"PIJN__to__PIJN","PIJN","PIJN",0.379
334,"PIJN__to__MOE","PIJN","MOE",0.004
334,"PIJN__to__STRESS","PIJN","STRESS",0.026
334,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.021
334,"MOE__to__PIJN","MOE","PIJN",-0.01
334,"MOE__to__MOE","MOE","MOE",0.284
334,"MOE__to__STRESS","MOE","STRESS",-0.047
334,"MOE__to__ENMO_log","MOE","ENMO_log",-0.153
334,"STRESS__to__PIJN","STRESS","PIJN",0.076
334,"STRESS__to__MOE","STRESS","MOE",0.087
334,"STRESS__to__STRESS","STRESS","STRESS",0.282
334,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.165
334,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.119
334,"ENMO_log__to__MOE","ENMO_log","MOE",-0.098
334,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.062
334,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.164
335,"PIJN__to__PIJN","PIJN","PIJN",0.292
335,"PIJN__to__MOE","PIJN","MOE",-0.034
335,"PIJN__to__STRESS","PIJN","STRESS",-0.046
335,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.045
335,"MOE__to__PIJN","MOE","PIJN",0.052
335,"MOE__to__MOE","MOE","MOE",0.264
335,"MOE__to__STRESS","MOE","STRESS",-0.024
335,"MOE__to__ENMO_log","MOE","ENMO_log",-0.059
335,"STRESS__to__PIJN","STRESS","PIJN",0.105
335,"STRESS__to__MOE","STRESS","MOE",0.139
335,"STRESS__to__STRESS","STRESS","STRESS",0.303
335,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.08
335,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.048
335,"ENMO_log__to__MOE","ENMO_log","MOE",-0.052
335,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.03
335,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.096
336,"PIJN__to__PIJN","PIJN","PIJN",0.419
336,"PIJN__to__MOE","PIJN","MOE",0.098
336,"PIJN__to__STRESS","PIJN","STRESS",0.002
336,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.028
336,"MOE__to__PIJN","MOE","PIJN",-0.048
336,"MOE__to__MOE","MOE","MOE",0.223
336,"MOE__to__STRESS","MOE","STRESS",-0.139
336,"MOE__to__ENMO_log","MOE","ENMO_log",-0.043
336,"STRESS__to__PIJN","STRESS","PIJN",0.072
336,"STRESS__to__MOE","STRESS","MOE",0.074
336,"STRESS__to__STRESS","STRESS","STRESS",0.327
336,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.018
336,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.003
336,"ENMO_log__to__MOE","ENMO_log","MOE",-0.045
336,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.009
336,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.238
337,"PIJN__to__PIJN","PIJN","PIJN",0.401
337,"PIJN__to__MOE","PIJN","MOE",0.084
337,"PIJN__to__STRESS","PIJN","STRESS",0
337,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.019
337,"MOE__to__PIJN","MOE","PIJN",-0.07
337,"MOE__to__MOE","MOE","MOE",0.25
337,"MOE__to__STRESS","MOE","STRESS",-0.109
337,"MOE__to__ENMO_log","MOE","ENMO_log",-0.013
337,"STRESS__to__PIJN","STRESS","PIJN",0.056
337,"STRESS__to__MOE","STRESS","MOE",0.047
337,"STRESS__to__STRESS","STRESS","STRESS",0.389
337,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.026
337,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.023
337,"ENMO_log__to__MOE","ENMO_log","MOE",-0.088
337,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.009
337,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.195
338,"PIJN__to__PIJN","PIJN","PIJN",0.319
338,"PIJN__to__MOE","PIJN","MOE",0.098
338,"PIJN__to__STRESS","PIJN","STRESS",-0.005
338,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.02
338,"MOE__to__PIJN","MOE","PIJN",-0.02
338,"MOE__to__MOE","MOE","MOE",0.179
338,"MOE__to__STRESS","MOE","STRESS",-0.109
338,"MOE__to__ENMO_log","MOE","ENMO_log",-0.118
338,"STRESS__to__PIJN","STRESS","PIJN",0.062
338,"STRESS__to__MOE","STRESS","MOE",0.017
338,"STRESS__to__STRESS","STRESS","STRESS",0.302
338,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.091
338,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.032
338,"ENMO_log__to__MOE","ENMO_log","MOE",-0.079
338,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.038
338,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.088
339,"PIJN__to__PIJN","PIJN","PIJN",0.378
339,"PIJN__to__MOE","PIJN","MOE",0.092
339,"PIJN__to__STRESS","PIJN","STRESS",0.012
339,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.091
339,"MOE__to__PIJN","MOE","PIJN",-0.021
339,"MOE__to__MOE","MOE","MOE",0.234
339,"MOE__to__STRESS","MOE","STRESS",-0.085
339,"MOE__to__ENMO_log","MOE","ENMO_log",-0.101
339,"STRESS__to__PIJN","STRESS","PIJN",0.044
339,"STRESS__to__MOE","STRESS","MOE",0.029
339,"STRESS__to__STRESS","STRESS","STRESS",0.287
339,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.169
339,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.02
339,"ENMO_log__to__MOE","ENMO_log","MOE",-0.128
339,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.012
339,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.097
340,"PIJN__to__PIJN","PIJN","PIJN",0.383
340,"PIJN__to__MOE","PIJN","MOE",0.079
340,"PIJN__to__STRESS","PIJN","STRESS",-0.008
340,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.007
340,"MOE__to__PIJN","MOE","PIJN",0.06
340,"MOE__to__MOE","MOE","MOE",0.319
340,"MOE__to__STRESS","MOE","STRESS",-0.036
340,"MOE__to__ENMO_log","MOE","ENMO_log",-0.011
340,"STRESS__to__PIJN","STRESS","PIJN",0.088
340,"STRESS__to__MOE","STRESS","MOE",0.026
340,"STRESS__to__STRESS","STRESS","STRESS",0.274
340,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.079
340,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.048
340,"ENMO_log__to__MOE","ENMO_log","MOE",-0.144
